respid,sex,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,device1a,smart2,snsint2,device1b,device1c,device1d,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,sns2a,sns2b,sns2c,sns2d,sns2e,pial5a,pial5b,pial5c,pial5d,pial11,pial11a,pial11ao@,pial11_igbm,pial12,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln
101610,2,1,1,2,1,2, , ,1,1,2,2,2,2,2,2,2,1,2,2,2, , , , ,5,3,4,3,4,2,1,You can get to know too much about somebody and interfere with lives,7,2,12,1,2,2,66,1,4,3,2,1, , , ,1, ,99,3,8
101614,1,1,1,4,1,2, , ,1,1,2,2,2,2,1,1,2,1,1,2,2, ,2,5, ,3,3,1,1,2,1,1,"aprende uno mas, se comunica con su familia, puede ver uno atriculos, entretenimiento, deportes, leer historias. escribirle a familiares por las redes sociales.",9,1,8,1,1,1,27,6,2,1,1,7, , , ,5,1,98,1, 
101615,1,1,1,3,1,1,1, ,1,1,1,2,2,2,1,1,2,2,2,2,2, ,3,1, , ,1,1,4,4,2,1,because that all people do anymore.,4,3,20,1,2,2,67,1,5,3,2,1,2, , ,4, ,5,1, 
101617,1,1,1,3,1,2, , ,1,1,2,1,2,1,1,2,2,1,2,2,2,3,3, , ,3,5,5,5,4,1,1,to look things up,1,1,6,1,2,2,51,6,4,4,2,1, , , ,1, ,2,3,1
101618,2,1,2,5,1,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,4, ,1,1,opens up another avenue of knowledge,1,1,5,1,2,2,81,6,6,3,2,1, , , ,1, ,2,1, 
101619,1,1,1,1,2, , , ,1,1,2,2,2,2,2,1,2,2,2,2,2, , ,2, , ,2,2,3,4,3, , ,9,2,0, , , ,48,6,3,1,2,2, , , ,2, ,1,2, 
101621,2,1,1,5,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,1,2, , , , ,4,5,1,3, ,2,1,children looking at stuff that is bad for them,5,1,5,1,2,2,68,1,3,3,2,1, , , ,1, ,99,1, 
101622,1,1,1,1,1,2, , ,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,4,1,1,access to information,1,1,20,1,1,1,25,6,6,1,1,2, , , ,2,2,4,9,9
101623,1,1,1,1,2, , , ,1,1,2,2,2,2,1,1,1,1,1,2,2, ,2,1,8,1,2,3,2,4,2,1,sometimes it promotes bullying,6,1,2,2,2,1,45,3,2,99,9,9, , , ,9, ,9,9,9
101624,2,1,1,3,1,2, , ,2,2,1,1,2,2,2,1,2,2,2,2,2, , ,3, , ,2,3,2, ,2,1,people get addicted to it and forget personal communication,4,1,12,1,2,2,77,3,8,3,2,1, , , ,1, ,3,3,2
101625,1,1,1,2,1,2, , ,1,1,1,1,2,1,2,1,2,1,2,1,2,3, ,1, ,4,3,2,1,3,1,1,information,1,1,3,1,2,2,55,1,3,1,2,1, , , ,1, ,6,1, 
101627,2,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,2,1,2,1,1,3,3,1, ,2,2,2,1,3,3, , ,9,1,98,1,2,2,44,1,6,1,2,4, , , ,5, ,4,2, 
101628,1,1,2,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,4,4, ,1,1,brings people closer together,2,1,0, , , ,50,1,5,1,1,1, , , ,1,3,99,3,2
101629,2,1,1,4,1,2, , ,1,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2, ,1,1,makes research much easier and getting information easy,1,1,15,1,2,2,80,1,6,3,2,1, , , ,1, ,6,3,2
101631,1,1,1,1,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,2,1, , ,1, ,2,3,2,1,3,1,1,freedom of information,1,1,2,2,1,2,35,1,6,1,2,1, , , ,1, ,4,3,2
101634,1,1,1,1,1,3, , ,1,1,1,1,2,2,1,2,2,1,1,2,2, ,1, , ,2,2,1,1,2,2,1,people have become distracted,4,1,4,1,2,2,33,6,6,1,2,1, , , ,1, ,6,2, 
101635,1,1,1,2,2, , , ,2,1,2,1,2,2,2,1,2,1,1,2,2, , ,2, ,2,8,1,8,3,3, , ,9,1,0, , , ,99,9,4,99,1,7, , , ,5,3,99,2, 
101636,1,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,1,2,2, , ,2, ,3,2,3,1,4,1,1,para estar informados en lo que pasa en el mundo entero,9,1,0, , , ,50,4,6,1,1,1, , , ,1,3,6,3,9
101638,2,1,1,5,1,2, , ,1,2,1,1,2,2,1,1,2,2,2,2,2, ,2,3, , ,2,3,2, ,1,1,just for communication alone,2,1,2,1,2,2,67,6,3,1,2,1, , , ,1, ,7,3,2
101639,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,4, , ,3, , ,9, ,96,1,2,2,36,9,99,99,9,9, , , ,9, ,99,9,9
101640,1,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,1,1,2,2,2, , ,1,4,4,2,1,2,3,1,1,The information that is available,1,1,3,1,2,2,61,1,6,1,2,1, , , ,1, ,6,1, 
101641,1,1,1,2,1,2, , ,1,1,1,1,1,1,2,1,2,1,2,2,2,3, ,3, ,5,3,1,1,4,1,1,nice because makes things easier for us,8,1,12,1,2,1,52,3,6,5,2,1, , , ,1, ,9,1, 
101642,2,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,2,1,1,1,1, ,2,1, ,4,1,1,1,2,1,1,i think it gives us access to information that we wouldnt otherwise have whenever we need it,1,1,10,1,1,1,35,1,8,1,2,1, , , ,1, ,9,2, 
101643,2,1,1,2,2, , , ,1,1,1,1,2,2,1,1,2,1,2,2,2, ,4,2, ,2,4,1,1,3,1,1,because you can market products and learn about health and research that is updated,1,1,12,1,1,2,33,3,3,2,2,1, , , ,1, ,2,1, 
101645,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,1,1,1,1,4,1,1,TREMENDOUS ACCESS TO INFORMATION,1,1,20,1,2,1,63,6,8,1,2,1, , , ,1, ,9,2, 
101646,2,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,3,1,3,1,1,1,2,1,1,It gives you alot of information like for school easily accesed,1,1,4,1,2,2,18,5,3,4,2,1, , , ,1, ,99,2, 
101647,1,1,1,1,1,2, , ,1,1,2,1,1,2,1,1,1,1,2,2,1, ,1,1,1,2,1,1,1,2,1,1,makes knowledge more accessible,1,1,3,1,2,2,30,1,6,1,2,1, , , ,1, ,7,3,2
101650,1,1,1,4,1,2, , ,1,2,2,1,1,2,2,2,2,2,2,2,2, , , , , ,4,3,2, ,1,1,"fact finding reasons, double checking",1,8,3,1,2,2,29,6,4,1,2,1, , , ,1, ,6,4,8
101652,1,1,1,3,1,2, , ,1,2,2,1,1,2,2,2,2,1,1,2,2, , , , ,1,3,3,3, ,1,1,considero que internet ha sido importante para hacer mas facil las cosas como hacer pagos como ubicarnos.,8,1,5,1,2,2,31,1,7,1,1,7,1, , ,4,3,5,3,9
101653,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,2,2,2,2, , ,2, , ,2,2,1,4,1,1,INFORMATION: YOU FIND OUT INFORMATION ABOUT DIFFERENT TOPICS AND THINGS,1,1,0, , , ,58,1,4,1,2,1, , , ,1, ,6,1, 
101654,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,2, , ,1,1,way to communicate,2, ,10,2,2,2,79,1,4,3,2,1, , , ,1, ,4,2, 
101655,2,1,1,1,1,2, , ,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,"you can use internet on tv, phone and tablet",8,1,5,1,1,1,44,6,3,2,2,3, , , ,3, ,2,2, 
101656,2,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,1,1,2,1,1, ,3,3,3,4,3,1,1,3,1,1,Information,1,1,40,1,1,1,99,9,99,1,2,9, , , ,9, ,99,9,9
101659,1,1,1,1,1,3, , ,1,1,1,1,1,2,1,1,2,1,1,2,1, ,2,2, ,3,2,5,5,2,1,1,The ability to connect to people around the world pretty instantaneously,2,1,18,1,1,1,30,1,6,5,2,1, , , ,1, ,1,2, 
101662,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, , ,2,1,artificial intelligence and robotic,8, ,12,1,2,2,55,6,3,4,2,1, , , ,1, ,98,4,1
101663,2,1,1,1,1,2, , ,1,1,2,1,2,2,1,1,1,1,2,2,1, ,1,1,1,3,3,1,1,1,1,1,i guess ease of access to information,1,1,1,1,2,2,22,2,6,1,2,3, , , ,3, ,4,2, 
101664,1,2,1,2,2, , , ,2,1,2,2,2,2,2,1,2,1,2,2,2, , ,3, ,5,2,2,2,2,1,1,poara informarnos,9,1,0, , , ,43,1,3,1,1,7, , , ,5,3,5,3,2
101665,1,1,1,1,1,2, , ,1,1,2,1,1,1,1,1,1,1,2,2,2,4,4,5,1,1,1,1,1,1,1,1,it helps people connect and share ideas faster,2,1,3,1,2,2,18,2,3,4,2,1,2, , ,4, ,2,3,2
101667,2,1,1,1,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,1, , ,1, ,3,4,1,1,2,1,1,lets you be more connected,2,1,54,1,1,1,55,3,4,1,2,1, , , ,1, ,7,3,9
101669,2,2,2, , , , , ,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2, , ,1,1,porque hay muchas cosas que puedes resolver sin tener que ir a los lugares,9, ,0, , , ,66,1,4,3,1,1, , , ,1,3,3,1, 
101670,2,1,1,5,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,5,3,3,3, ,1,1,THE KNOWLEDGE; THE AVAILABILITY,1,1,12,1,2,2,72,1,5,3,2,1, , , ,1, ,6,1, 
101671,2,2,1,3,1,2, , ,1,2,2,1,1,2,2,2,2,1,2,2,1, , , , ,5,3,1,1, ,1,1,acsess to information,1,1,70,1,1,1,62,1,7,3,2,1, , , ,1, ,9,3,2
101674,2,1,1,2,1,2, , ,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,3,1,1,the advances in global conectivity that allow for collaboration amongst several different types of people,2,1,8,1,2,1,26,1,6,1,2,1, , , ,1, ,6,4,2
101677,1,1,1,2,1,2, , ,1,1,2,1,2,2,1,2,1,1,2,2,2, ,2, ,2,2,2,1,2,3,1,1,It allows faster rate communication,2,1,2,1,2,2,23,6,5,1,2,1, , , ,1, ,3,2, 
101679,2,1,1,4,1,2, , ,1,1,2,1,2,2,2,1,2,1,1,1,2, , ,2, ,4,2,2,3,3,3, , ,9,1,25,1,1,2,52,1,4,4,2,1, , , ,1, ,7,3,1
101680,2,2,2, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,4, , ,1,1,buscar informacion para todo,9, ,0, , , ,65,3,1,1,1,7, , , ,5,3,1,4,8
101683,1,2,1,4,1,2, , ,2,1,1,1,2,2,2,1,2,2,2,2,2, , ,3, , ,2,4,4,4,1,1,locate stuff on internet,1,1,0, , , ,41,1,3,1,2,1, , , ,1, ,6,2, 
101686,1,1,1,2,2, , , ,1,1,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,1,4,6,3, , ,9,1,0, , , ,49,1,1,5,2,1, , , ,1, ,98,3,8
101689,2,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,por que ay mas formas de informacion,9,1,0, , , ,43,1,3,4,1,1, , , ,1,3,6,3,2
101690,2,1,1,3,1,2, , ,1,2,2,1,2,2,2,2,2,1,2,1,2, , , , ,4,2,1,1, ,3, , ,9,3,1,1,2,2,68,1,3,3,2,1, , , ,1, ,5,3,8
101693,2,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,1,2,2, , ,1, ,1,1,3,1,3,1,1,"learns information from around the world and research is a really good benefit of the internet, easier for people to be informed.",1,1,4,1,2,1,27,2,6,1,2,2, , , ,2, ,6,2, 
101699,2,2,2, , , , , ,2,2,1,2,2,2,2,2,2,2,2,2,2, , , , , ,1,4, , ,8, , ,9, ,97,1,2,2,50,1,3,3,1,1, , , ,1,1,6,9,9
101701,1,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,1,3,2,2,2,4,4,3, , ,9,1,2,1,2,2,60,1,3,3,2,2, , , ,2, ,3,2, 
101703,1,2,1,5,2, , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,3, ,1,1,accesible communication,2,1,0, , , ,54,3,4,4,2,9, , , ,9, ,99,2, 
101704,1,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,2,1,2,2,1, ,2,2, ,2,4,2,2,3,1,1,easy access to information,1,1,10,1,2,2,24,6,6,1,2,1, , , ,1, ,5,3,2
101707,2,1,1,1,2, , , ,1,1,1,1,1,2,2,1,2,1,2,2,2, , ,1, ,4,2,5,2,4,1,1,marketing,1,1,3,1,2,2,43,1,5,1,2,1, , , ,1, ,2,3,1
101709,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,3,2,1,1,2,1,1,its almost instant communication,2,1,3,1,2,2,68,1,8,3,2,1, , , ,1, ,4,1, 
101710,2,1,1,1,1,2, , ,1,1,2,1,1,1,1,1,1,1,2,1,2,4,2,4,1,3,3,3,2,1,1,1,because of the internet can find more thing going on on our society,1,1,8,1,1,2,19,6,3,2,1,1, , , ,1,1,98,2, 
101716,1,1,1,2,1,2, , ,1,2,2,2,1,2,2,2,2,2,2,2,2, , , , , ,4,2,4, ,2,1,peopleare disconnected,4,1,0, , , ,29,6,5,4,2,1, , , ,1, ,3,3,8
101721,1,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,2,1,2,2,2, ,4,3, ,4,2,2,3,4,1,1,"it connects people and it's very responsive, very quick",2,1,24,1,2,2,68,1,6,3,2,1, , , ,1, ,9,3,2
101724,1,1,1,3,1,2, , ,1,2,1,2,2,2,2,2,2,1,2,2,2, , , , ,3,1,1,1, ,1,1,No limits on getting information,1,2,8,1,2,2,76,1,7,3,2,1, , , ,1, ,6,3,2
101728,2,1,1,1,1,2, , ,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1, ,1,2,1,2,1,1,you can look upo anything on the internet,1,1,18,1,2,2,19,6,3,2,1,7, , , ,5,3,1,2, 
101729,1,1,1,1,1,2, , ,1,1,2,1,2,1,2,1,2,1,1,2,2,1, ,1, ,5,1,1,1,1,1,1,por que educa y mantienen informado a la sociedad,9,1,0, , , ,58,3,6,3,1,1, , , ,1,3,99,2, 
101730,1,1,1,2,1,2, , ,1,1,2,2,2,2,2,1,2,1,1,2,2, , ,1, ,2,2,2,4,3,1,1,por que puede uno informar de muchas cosas,9,1,0, , , ,38,1,3,1,1,7, , , ,5,1,5,2, 
101731,1,1,1,3,2, , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,1,4, ,1,1,because you can use the internet for phone calls,2,1,0, , , ,18,6,2,4,1,7, , , ,5,1,2,8,8
101732,1,1,1,4,1,2, , ,1,1,1,1,2,2,2,2,2,1,2,1,2, , , , ,3,4,4,4,3,2,1,EVERYTHING,8,1,12,1,2,2,25,6,3,2,2,2, , , ,2, ,3,3,2
101736,2,1,1,1,1,2, , ,1,1,2,1,2,2,2,1,2,2,1,2,2, , ,3, , ,3,3,3,2,2,1,Is a bad thing becuase is addictive,4,2,3,1,2,2,73,3,3,6,1,7, , , ,5,2,1,3,2
101737,1,1,1,2,1,2, , ,1,1,2,2,2,2,1,1,2,1,2,2,1, ,3,3, ,3,2,1,1,3,8, , ,9,1,2,1,2,2,43,4,5,4,1,1,7, , ,4,1,3,2, 
101738,2,1,1,2,1,8, , ,1,1,1,1,2,2,1,1,2,2,2,1,2, ,3,1, , ,1,1,2,3,1,1,awareness,1,1,12,1,2,2,66,1,4,3,2,1, , , ,1, ,6,1, 
101739,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,4, , ,2,1,to many rumors,3, ,4,1,2,2,47,1,3,1,2,5, , , ,5, ,3,4,8
101740,1,2,1,4,2, , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,3,4,3, ,3, , ,9,9,99, , , ,99,9,99,99,9,9, , , ,9, ,99,9,9
101742,2,1,1,1,2, , , ,1,1,1,1,1,1,2,1,2,1,1,1,2,5, ,1, ,5,1,1,1,2,1,1,TENEMOS MAS ACCESIBILIDAD PARA EL TRABAJO Y PARA TODA LA VIDA.,9,1,2,2,1,1,38,1,7,4,1,7, , , ,5,1,4,2, 
101743,2,2,2, , , , , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,4, , ,2,1,sex trafficing,6, ,1,1,2,2,50,6,4,2,2,1, , , ,1, ,2,1, 
101744,1,1,1,3,1,2, , ,1,1,1,1,1,2,1,1,2,2,2,2,2, ,4,1, , ,1,1,1,3,1,1,SCAnning and finding stuff,1,1,0, , , ,55,3,5,1,2,2, , , ,2, ,3,3,2
101745,1,1,2,2,1,2, , ,1,1,2,1,2,2,2,1,2,2,2,2,2, , ,1, , ,1,4,2,2,2,1,fake news trash,3,1,6,1,2,2,57,3,6,1,2,1, , , ,1, ,6,1, 
101746,2,1,1,2,2, , , ,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,4,3,2,3,1,1,"can order things before you get there, pay online and manage bank accounts, having everything on your phone",1,1,1,2,1,2,26,6,5,1,2,1, , , ,1, ,6,3,2
101752,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,2,1, , ,4, ,4,3,1,1,3,1,1,availability of information,1,1,3,1,1,1,51,1,7,2,2,1, , , ,1, ,9,3,2
101754,1,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,2,1,1,2,2, ,3,1, ,3,1,1,1,1,3, , ,9,1,0, , , ,66,3,3,6,2,1, , , ,1, ,3,3,2
101756,2,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,1,1, , ,1, ,4,2,3,2,3,1,1,increase of knowledge,1,1,3,2,2,1,46,1,6,1,2,1, , , ,1, ,8,1, 
101760,1,1,1,1,1,2, , ,2,2,1,1,2,1,2,2,2,1,2,2,2,5, , , ,3,3,3,2, ,1,1,gets people to comminicate from all walks of life,2,1,99, , , ,66,2,4,3,2,1, , , ,1, ,3,3,2
101772,1,1,1,1,1,2, , ,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,2,1,1,freedom to the information,1,1,5,1,2,1,34,6,6,1,2,1, , , ,1, ,5,1, 
101775,1,1,1,1,1,2, , ,1,1,1,1,2,1,1,1,2,1,2,2,2,5,4,4, ,5,1,1,1,2,1,1,its a tool for social console and communication.,2,1,6,1,1,1,87,1,7,3,2,2, , , ,2, ,8,2, 
101776,1,1,1,2,2, , , ,1,2,2,2,1,2,2,2,2,1,2,2,2, , , , ,1,6,1,2, ,1,1,very informative and educational,1,1,0, , , ,59,1,8,5,1,1, , , ,1,3,5,2, 
101778,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,2,1,1,2,2,2,3,3, ,1,2,4,1,1,4,1,1,connectivity,2,1,3,1,1,2,18,6,4,2,2,1, , , ,1, ,7,2, 
101779,2,2,1,5,1,2, , ,1,2,2,2,2,2,2,2,2,1,2,2,2, , , , ,5,3,3,1, ,3, , ,9,1,1,1,2,2,53,1,3,2,1,7, , , ,5,3,3,3,2
101780,1,1,1,1,2, , , ,1,1,1,2,2,2,1,1,1,1,2,2,2, ,1,5,3,1,8,1,1,1,3, , ,9,1,1,1,1,2,30,1,2,1,1,8, , , ,9,1,2,8,8
101785,2,1,1,2,1,2, , ,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,5,1,1,1, ,3, , ,9,1,12,2,2,1,67,1,8,1,2,1, , , ,1, ,8,1, 
101786,2,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,2,2,1,2, , ,2, , ,1,1,1,2,1,1,helps friends and family who live far away to keep connected,2,1,6,1,1,2,70,1,6,2,2,1, , , ,1, ,6,1, 
101789,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,access to information quickly and easily,1,1,0, , , ,32,1,7,1,1,1,7, , ,4,1,7,3,2
101792,2,2,1,5,1,2, , ,2,2,2,1,2,2,2,2,2,1,1,2,2, , , , ,1,3,3,2, ,1,1,Relaja y cuando uno no sabe comophacer algo lo investigo,9,1,2,2,1,8,50,1,2,2,1,7, , , ,5,3,2,9,9
101793,1,1,1,1,1,2, , ,1,1,2,1,2,2,2,2,2,1,2,2,1, , , , ,3,4,3,2,4,1,1,economic expansion,8,1,20,1,2,1,32,6,7,1,2,1, , , ,1, ,6,3,2
101794,2,1,1,1,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,1, , ,1, ,3,3,1,2,4,1,1,Access to information,1,1,4,1,2,1,45,1,8,1,2,1, , , ,1, ,9,2, 
101795,2,1,2,2,1,2, , ,1,1,1,1,2,2,1,1,2,1,2,1,1, ,5,2, ,5,2,1,1,2,3, , ,9,1,1,1,1,1,34,1,6,1,2,1, , , ,1, ,99,1, 
101796,1,1,1,4,1,2, , ,1,1,1,1,1,1,2,1,2,1,2,1,2,3, ,4, ,1,3,1,1,3,2,1,because people use it to waste a lot of time,4,1,7,1,1,2,29,1,4,1,9,1, , , ,1, ,7,1, 
101797,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,1,2, , ,1, ,3,1,2,2,2,3, , ,9,1,3,1,2,2,63,1,6,3,2,1, , , ,1, ,8,1, 
101798,1,2,1,5,2, , , ,1,1,1,2,2,2,2,2,2,1,1,2,2, , , , ,2,3,8,6,4,8, , ,9,2,1,2,1,2,36,1,98,8,1,8, , , ,9,3,99,8,8
101799,1,1,1,2,1,2, , ,1,1,1,1,1,2,1,1,1,1,2,2,1, ,1,1,2,1,3,4,4,3,2,1,its taking alot of peoples attention,4,1,2,2,1,2,28,2,4,1,2,2, , , ,2, ,5,1, 
101800,1,1,1,3,2, , , ,1,1,2,2,2,2,1,1,1,1,2,2,2, ,5,5,5,2,4,1,4,4,1,1,great source of informations,1,1,3,9,9,9,99,9,99,99,9,9, , , ,9, ,99,9,9
101802,2,1,1,2,2, , , ,1,1,1,1,1,2,2,1,2,1,2,1,2, , ,1, ,1,4,1,1,2,1,1,infrmation at your fingertips,1,1,2,1,2,1,36,4,4,4,2,1, , , ,1, ,2,3,2
101804,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,2,1,especially for kids when they get on different type of leveles and it not good,5, ,7,1,2,2,53,6,1,4,2,2, , , ,2, ,98,1, 
101806,2,1,1,2,2, , , ,1,2,2,2,2,2,2,1,2,1,1,2,2, , ,1, ,2,3,8,1, ,1,1,muy importante,9,8,0, , , ,27,4,1,1,1,7, , , ,5,3,2,3,8
101808,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,4,4,4,1,1,allows to contact to the world,2,1,6,1,1,1,62,1,5,3,2,2, , , ,2, ,4,2, 
101813,1,1,2,4,1,2, , ,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,1,3, ,2,1,People are idots now because they believe everything on the Internet. There whole lives wrap around the social media.,4,1,9,1,2,2,58,1,4,3,2,1, , , ,1, ,8,3,1
101814,1,1,1,2,1,2, , ,1,1,2,1,1,2,1,1,1,1,2,2,1, ,1,3,2,3,1,4,1,2,3, , ,9,1,3,1,2,2,23,6,4,2,2,2, , , ,2, ,6,2, 
101817,2,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,2,2, , ,1, ,3,1,1,2,4,1,1,instantanieos info,1,3,12,2,1,2,63,6,4,3,1,1, , , ,1,3,98,2, 
101825,1,2,2, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, , ,1,8, ,9, ,0, , , ,59,6,3,2,2,1, , , ,1, ,3,3,1
101826,1,1,1,4,1,9, , ,2,1,1,2,2,2,2,1,2,2,2,2,2, , ,1, , ,1,1,1,1,1,1,me entero de todo ayi,9,1,0, , , ,51,5,7,1,1,1, , , ,1,3,99,2, 
101828,1,1,1,1,2, , , ,1,2,2,2,1,2,2,2,2,1,2,1,2, , , , ,1,3,1,1, ,2,1,making people lazy,4,1,4,1,2,2,42,2,3,1,2,1, , , ,1, ,4,3,1
101837,1,2,2, , , , , ,1,2,2,2,1,2,2,1,2,1,2,2,2, , ,5, ,3,2,3, , ,2,1,people are using it for the wrong reasons,8, ,0, , , ,58,2,3,4,2,2, , , ,2, ,1,2, 
101838,2,1,1,4,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,3,2,1,1,1,1,1,1,learn about news,1,1,36,1,1,1,61,3,6,4,2,1, , , ,1, ,6,2, 
101839,1,2,1,5,2, , , ,1,2,2,2,1,2,2,2,2,2,2,2,2, , , , , ,4,1,4, ,1,1,IT HELPS PEOPLE FIND JOBS,8,8,3,1,2,2,30,6,3,1,2,2, , , ,2, ,1,2, 
101840,1,2,1,4,2, , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,4,4, ,2,1,i think that the internet is the work if the devil,8,8,8,1,2,2,67,3,6,5,2,1, , , ,1, ,2,3,2
101841,1,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,1,1,2,1,1, ,1,1,3,1,3,1,1,1,1,1,Open form for information and knowlege,1,1,20,1,2,2,61,1,6,1,2,1, , , ,1, ,8,3,2
101842,2,1,1,3,1,2, , ,1,1,2,1,2,2,1,1,2,2,2,2,2, ,3,3, , ,2,3,3,4,2,1,It's the garbage that goes back and forth on it.  We forgot how to talk to each other.,4,1,12,1,1,2,79,1,6,3,2,1, , , ,1, ,99,1, 
101845,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,2,2,2,2, , ,1, , ,1,1,1,1,2,1,people can get into you computer,6,2,5,1,2,1,99,1,8,3,2,5, , , ,5, ,98,3,8
101847,1,1,1,2,1,2, , ,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,3,2, ,2,1,too much information,3,1,12,1,2,2,50,1,4,1,2,1, , , ,1, ,6,4,1
101848,2,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,2,1, , ,3, ,4,2,1,2,3,2,1,Increased availibily to pornography and dangers to childeren,5,1,10,1,2,2,58,5,6,1,2,1, , , ,1, ,4,1, 
101849,1,1,1,4,2, , , ,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,4,2,1,2, ,1,1,Lets you know whats avalible if youre trying buy things,1,1,0, , , ,67,3,3,5,2,1, , , ,1, ,4,3,1
101852,2,1,1,1,1,2, , ,1,1,2,1,2,2,1,1,2,1,2,1,1, ,1,1, ,3,6,2,1,3,1,1,easy access to information,1,1,7,1,1,1,29,1,8,1,2,1, , , ,1, ,7,2, 
101856,1,1,1,2,2, , , ,1,1,1,2,2,2,2,1,2,1,1,2,2, , ,1, ,1,2,1,2,2,1,1,para el trabajo,9,1,0, , , ,37,1,3,1,1,1, , , ,1,3,1,3,2
101859,2,1,1,2,1,2, , ,1,1,1,1,2,1,2,1,2,1,2,1,1,5, ,2, ,3,2,2,2,4,1,1,general information,1,1,10,1,1,1,40,1,8,1,2,1, , , ,1, ,8,2, 
