Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,Yes,Travel_Rarely,341,1,2,Female,48,2,1,3,Divorced,2800,6,Yes,19,3,3,3,5,3,3,3,2,0,2
53,No,Travel_Rarely,868,8,1,Male,73,3,4,4,Married,11836,5,No,14,3,3,1,28,3,3,2,0,2,2
35,No,Travel_Rarely,672,25,4,Male,78,2,3,2,Married,10903,3,No,16,3,1,0,16,2,3,13,10,4,8
37,No,Travel_Frequently,1231,21,3,Female,54,3,1,4,Married,2973,5,No,15,3,2,1,10,3,3,5,4,0,0
53,No,Travel_Rarely,102,23,4,Female,72,3,4,4,Single,14275,6,No,18,3,3,0,33,0,3,12,9,3,8
43,No,Travel_Frequently,422,1,4,Female,33,3,2,4,Married,5562,4,No,13,3,2,1,12,2,2,5,2,2,2
47,No,Travel_Rarely,249,2,3,Female,35,3,2,4,Married,4537,0,Yes,22,4,1,1,8,2,3,7,6,7,7
37,No,Non-Travel,1252,19,1,Male,32,3,3,2,Single,7642,1,Yes,13,3,4,0,10,2,3,10,0,0,9
50,No,Non-Travel,881,2,1,Male,98,3,4,1,Divorced,17924,1,No,11,3,4,1,31,3,3,31,6,14,7
39,No,Travel_Rarely,1383,2,4,Female,42,2,2,4,Married,5204,8,No,11,3,3,2,13,2,3,5,4,0,4
33,No,Travel_Rarely,1075,3,4,Male,57,3,1,2,Divorced,2277,3,Yes,11,3,3,1,7,4,4,4,3,0,3
32,Yes,Travel_Rarely,374,25,1,Male,87,3,1,4,Single,2795,1,Yes,24,4,3,0,1,2,1,1,0,0,1
29,No,Travel_Rarely,1086,7,1,Female,62,2,1,4,Divorced,2532,6,No,14,3,3,3,8,5,3,4,3,0,3
44,No,Travel_Rarely,661,9,2,Male,61,3,1,1,Married,2559,1,Yes,13,3,4,0,8,0,3,8,7,7,1
28,No,Travel_Rarely,821,5,1,Male,98,3,2,4,Single,4908,1,No,14,3,2,0,4,3,3,4,2,0,2
58,Yes,Travel_Frequently,781,2,4,Male,57,2,1,4,Divorced,2380,9,Yes,14,3,4,1,3,3,2,1,0,0,0
43,No,Travel_Rarely,177,8,1,Female,55,3,2,2,Divorced,4765,4,No,21,4,3,1,4,2,4,1,0,0,0
20,Yes,Travel_Rarely,500,2,3,Female,49,2,1,3,Single,2044,1,No,13,3,4,0,2,3,2,2,2,0,2
21,Yes,Travel_Rarely,1427,18,4,Female,65,3,1,4,Single,2693,1,No,19,3,1,0,1,3,2,1,0,0,0
36,No,Travel_Rarely,1425,14,3,Male,68,3,2,4,Married,6586,0,Yes,17,3,1,1,17,2,2,16,8,4,11
47,No,Travel_Rarely,1454,2,4,Female,65,2,1,4,Single,3294,1,Yes,18,3,1,0,3,3,2,3,2,1,2
22,Yes,Travel_Rarely,617,3,2,Female,34,3,2,3,Married,4171,0,Yes,19,3,1,1,4,3,4,3,2,0,2
41,Yes,Travel_Rarely,1085,2,2,Female,57,1,1,4,Divorced,2778,4,Yes,13,3,3,1,10,1,2,7,7,1,0
28,No,Travel_Rarely,995,9,3,Female,77,3,1,3,Divorced,2377,5,No,18,3,2,1,6,2,3,2,2,2,2
39,Yes,Travel_Rarely,1122,6,4,Male,70,3,1,1,Married,2404,7,Yes,21,4,4,0,8,2,1,2,2,2,2
27,No,Travel_Rarely,618,4,2,Female,76,3,1,3,Single,2318,1,No,19,3,3,0,1,2,3,1,1,0,0
34,No,Travel_Rarely,546,10,2,Male,83,3,1,2,Divorced,2008,1,No,14,3,2,2,1,3,3,1,0,1,0
42,No,Travel_Rarely,462,14,3,Female,68,2,2,3,Single,6244,7,No,17,3,1,0,10,6,3,5,4,0,3
33,No,Travel_Rarely,1198,1,3,Male,100,2,1,1,Single,2799,3,Yes,11,3,2,0,6,1,3,3,2,0,2
58,No,Travel_Rarely,1272,5,3,Female,37,2,3,2,Divorced,10552,2,Yes,13,3,4,1,24,3,3,6,0,0,4
31,No,Travel_Rarely,154,7,2,Male,41,2,1,3,Married,2329,3,No,15,3,2,0,13,2,4,7,7,5,2
35,No,Travel_Rarely,1137,21,4,Female,51,3,2,4,Married,4014,1,Yes,25,4,4,1,10,2,1,10,6,0,7
49,No,Travel_Rarely,527,8,1,Female,51,3,3,2,Married,7403,4,No,11,3,3,1,29,3,2,26,9,1,7
48,No,Travel_Rarely,1469,20,4,Male,51,3,1,3,Married,2259,4,No,17,3,1,2,13,2,2,0,0,0,0
31,No,Non-Travel,1188,20,4,Female,45,3,2,3,Married,6932,1,No,13,3,4,1,9,2,2,9,8,0,0
36,No,Travel_Rarely,188,7,2,Male,65,3,1,4,Single,4678,2,No,18,3,3,0,8,6,3,6,2,0,1
38,No,Travel_Rarely,1333,1,4,Female,80,3,3,1,Married,13582,1,No,13,3,2,1,15,3,3,15,12,5,11
32,No,Non-Travel,1184,1,3,Female,70,2,1,2,Married,2332,6,No,20,4,3,0,5,3,3,3,0,0,2
25,Yes,Travel_Rarely,867,19,3,Male,36,2,1,2,Married,2413,1,Yes,18,3,3,3,1,2,3,1,0,0,0
40,No,Travel_Rarely,658,10,1,Male,67,2,3,2,Divorced,9705,2,No,12,3,2,1,11,2,2,1,0,0,0
26,No,Travel_Frequently,1283,1,3,Male,52,2,2,1,Single,4294,1,No,12,3,2,0,7,2,3,7,7,0,7
41,No,Travel_Rarely,263,6,4,Male,59,3,1,1,Single,4721,2,Yes,13,3,3,0,20,3,3,18,13,2,17
36,No,Travel_Rarely,938,2,3,Male,79,3,1,3,Single,2519,4,No,21,4,3,0,16,6,3,11,8,3,9
19,Yes,Travel_Rarely,419,21,4,Male,37,2,1,2,Single,2121,1,Yes,13,3,2,0,1,3,4,1,0,0,0
20,Yes,Travel_Rarely,129,4,1,Male,84,3,1,1,Single,2973,1,No,19,3,2,0,1,2,3,1,0,0,0
31,No,Travel_Rarely,616,12,4,Female,41,3,2,4,Married,5855,0,Yes,11,3,3,2,10,2,1,9,7,8,5
40,No,Travel_Frequently,1469,9,4,Male,35,3,1,2,Divorced,3617,8,Yes,14,3,4,1,3,2,3,1,1,0,0
32,No,Travel_Rarely,498,3,3,Female,93,3,2,1,Married,6725,1,No,12,3,3,1,8,2,4,8,7,6,3
36,Yes,Travel_Rarely,530,3,3,Male,51,2,3,4,Married,10325,1,Yes,11,3,1,1,16,6,3,16,7,3,7
33,No,Travel_Rarely,1069,1,2,Female,42,2,2,4,Single,6949,0,No,14,3,1,0,6,3,3,5,0,1,4
37,Yes,Travel_Rarely,625,1,1,Male,46,2,3,3,Married,10609,5,No,11,3,3,0,17,2,1,14,1,11,7
45,No,Non-Travel,805,4,3,Male,57,3,2,2,Married,4447,1,No,12,3,2,0,9,5,2,9,7,0,8
29,No,Travel_Frequently,1404,20,3,Female,84,3,1,4,Married,2157,1,No,15,3,2,1,3,5,3,3,1,0,2
35,No,Travel_Rarely,1219,18,3,Female,86,3,2,3,Married,4601,1,No,16,3,2,0,5,3,3,5,2,1,0
52,No,Travel_Rarely,1053,1,4,Male,70,3,4,4,Married,17099,2,No,15,3,2,1,26,2,2,9,8,7,8
58,Yes,Travel_Rarely,289,2,4,Male,51,3,1,3,Single,2479,4,No,24,4,1,0,7,4,3,1,0,0,0
53,No,Travel_Rarely,1376,2,3,Male,45,3,4,3,Divorced,14852,6,No,13,3,3,1,22,3,4,17,13,15,2
30,No,Travel_Rarely,231,8,3,Male,62,3,3,3,Divorced,7264,5,No,11,3,1,1,10,2,4,8,4,7,7
38,No,Non-Travel,152,10,3,Female,85,3,2,4,Single,5666,1,Yes,13,3,2,0,6,1,3,5,3,1,3
35,No,Travel_Rarely,882,3,4,Male,92,3,3,4,Divorced,7823,6,No,13,3,2,1,12,2,3,10,9,0,8
39,No,Travel_Rarely,903,2,1,Male,41,4,3,3,Single,7880,0,No,18,3,4,0,9,3,3,8,7,0,7
40,Yes,Non-Travel,1479,24,2,Female,100,4,4,2,Single,13194,4,Yes,16,3,4,0,22,2,2,1,0,0,0
47,No,Travel_Frequently,1379,16,3,Male,64,4,2,3,Divorced,5067,1,Yes,19,3,3,0,20,3,4,19,10,2,7
36,No,Non-Travel,1229,8,1,Male,84,3,2,4,Divorced,5079,4,No,13,3,4,2,12,3,3,7,7,0,7
31,Yes,Non-Travel,335,9,3,Male,46,2,1,1,Single,2321,0,Yes,22,4,1,0,4,0,3,3,2,1,2
33,No,Non-Travel,722,17,4,Male,38,3,4,3,Single,17444,1,No,11,3,4,0,10,2,3,10,8,6,0
29,Yes,Travel_Rarely,906,10,4,Female,92,2,1,1,Single,2404,6,Yes,20,4,3,0,3,5,3,0,0,0,0
33,No,Travel_Rarely,461,13,2,Female,53,3,1,4,Single,3452,3,No,18,3,1,0,5,4,3,3,2,0,2
45,No,Travel_Rarely,974,1,4,Female,91,3,1,4,Divorced,2270,3,No,14,3,4,2,8,2,3,5,3,0,2
50,No,Travel_Rarely,1126,1,4,Male,66,3,4,4,Divorced,17399,9,No,22,4,3,1,32,1,2,5,4,1,3
33,No,Travel_Frequently,827,1,3,Female,84,4,2,2,Married,5488,1,Yes,13,3,1,1,6,2,3,6,5,1,2
41,No,Travel_Frequently,840,9,1,Male,64,3,5,3,Divorced,19419,2,No,17,3,2,1,21,2,4,18,16,0,11
27,No,Travel_Rarely,1134,16,3,Female,37,3,1,2,Married,2811,9,No,14,3,2,1,4,2,3,2,2,2,2
45,No,Non-Travel,248,23,4,Male,42,3,2,1,Married,3633,1,Yes,15,3,3,1,9,2,3,9,8,0,8
47,No,Travel_Rarely,955,4,4,Female,83,3,2,4,Single,4163,1,Yes,17,3,3,0,9,0,3,9,0,0,7
30,Yes,Travel_Rarely,138,22,1,Female,48,3,1,3,Married,2132,4,Yes,11,3,2,0,7,2,3,5,2,0,1
50,No,Travel_Rarely,939,24,4,Male,95,3,4,3,Married,13973,3,Yes,18,3,4,1,22,2,3,12,11,1,5
38,No,Travel_Frequently,1391,10,3,Male,66,3,1,3,Married,2684,0,No,17,3,2,1,3,0,2,2,1,0,2
46,No,Travel_Rarely,566,7,4,Male,75,3,3,3,Divorced,10845,6,No,13,3,2,1,13,3,3,8,7,0,7
24,No,Travel_Rarely,1206,17,4,Female,41,2,2,3,Divorced,4377,1,No,15,3,2,2,5,6,3,4,2,3,2
35,Yes,Travel_Rarely,622,14,3,Male,39,2,1,2,Divorced,3743,1,Yes,24,4,4,1,5,2,1,4,2,0,2
31,No,Travel_Frequently,853,1,3,Female,96,3,2,1,Married,4148,1,No,12,3,3,1,4,1,3,4,3,0,3
18,No,Non-Travel,287,5,2,Male,73,3,1,4,Single,1051,1,No,15,3,4,0,0,2,3,0,0,0,0
54,No,Travel_Rarely,1441,17,3,Female,56,3,3,3,Married,10739,8,No,11,3,3,1,22,2,3,10,7,0,8
35,No,Travel_Rarely,583,25,3,Female,57,3,3,3,Divorced,10388,1,Yes,11,3,3,1,16,3,2,16,10,10,1
30,No,Travel_Rarely,153,8,2,Female,73,4,3,1,Married,11416,0,Yes,12,3,3,3,9,4,2,8,7,1,7
20,Yes,Travel_Rarely,1097,11,4,Female,98,2,1,1,Single,2600,1,Yes,15,3,1,0,1,2,3,1,0,0,0
30,Yes,Travel_Frequently,109,5,2,Female,60,3,1,2,Single,2422,0,No,17,3,1,0,4,3,3,3,2,1,2
26,No,Travel_Rarely,1066,2,4,Male,32,4,2,4,Married,5472,1,No,12,3,2,0,8,2,3,8,7,1,3
22,No,Travel_Rarely,217,8,2,Male,94,1,1,1,Married,2451,1,No,15,3,1,1,4,3,2,4,3,1,1
48,No,Travel_Rarely,277,6,1,Male,97,2,2,3,Single,4240,2,No,13,3,4,0,19,0,3,2,2,2,2
48,No,Travel_Rarely,1355,4,3,Male,78,2,3,3,Single,10999,7,No,14,3,2,0,27,3,3,15,11,4,8
41,No,Travel_Rarely,549,7,4,Female,42,3,2,3,Single,5003,6,No,14,3,2,0,8,6,3,2,2,2,1
39,No,Travel_Rarely,466,1,4,Female,65,2,4,4,Married,12742,1,No,16,3,3,1,21,3,3,21,6,11,8
27,No,Travel_Rarely,1055,2,1,Female,47,3,2,4,Married,4227,0,No,18,3,2,1,4,2,3,3,2,2,2
35,No,Travel_Rarely,802,10,2,Male,45,3,1,4,Divorced,3917,1,No,20,4,1,1,3,4,2,3,2,1,2
42,No,Travel_Rarely,265,5,4,Male,90,3,5,3,Married,18303,6,No,13,3,2,0,21,3,4,1,0,0,0
50,No,Travel_Rarely,804,9,1,Male,64,3,1,4,Married,2380,4,No,18,3,2,0,8,5,3,1,0,0,0
59,No,Travel_Rarely,715,2,3,Female,69,2,4,4,Single,13726,3,Yes,13,3,1,0,30,4,3,5,3,4,3
37,Yes,Travel_Rarely,1141,11,1,Female,61,1,2,2,Married,4777,5,No,15,3,1,0,15,2,1,1,0,0,0
55,No,Travel_Frequently,135,18,3,Male,62,3,2,2,Married,6385,3,Yes,14,3,4,2,17,3,3,8,7,6,7
41,No,Non-Travel,247,7,2,Female,55,1,5,3,Divorced,19973,1,No,22,4,2,2,21,3,3,21,16,5,10
38,No,Travel_Rarely,1035,3,2,Male,42,3,2,4,Single,6861,8,Yes,12,3,3,0,19,1,3,1,0,0,0
26,Yes,Non-Travel,265,29,2,Male,79,1,2,1,Single,4969,8,No,18,3,4,0,7,6,3,2,2,2,2
52,Yes,Travel_Rarely,266,2,1,Female,57,1,5,4,Married,19845,1,No,15,3,4,1,33,3,3,32,14,6,9
44,No,Travel_Rarely,1448,28,4,Female,53,4,4,4,Married,13320,3,Yes,18,3,3,1,23,2,3,12,11,11,11
50,No,Non-Travel,145,1,4,Female,95,3,2,3,Married,6347,0,No,12,3,1,1,19,3,3,18,7,0,13
36,Yes,Travel_Rarely,885,16,3,Female,43,4,1,1,Single,2743,1,No,16,3,3,0,18,1,3,17,13,15,14
39,No,Travel_Frequently,945,22,4,Female,82,3,3,1,Single,10880,1,Yes,13,3,3,0,21,2,3,21,6,2,8
33,No,Non-Travel,1038,8,2,Female,88,2,1,4,Single,2342,0,No,19,3,4,0,3,2,2,2,2,2,2
45,No,Travel_Rarely,1234,11,4,Female,90,3,4,4,Married,17650,3,No,13,3,2,1,26,4,4,9,3,1,1
32,No,Non-Travel,1109,29,4,Female,69,3,1,3,Single,4025,9,No,12,3,2,0,10,2,3,8,7,7,7
34,No,Travel_Rarely,216,1,2,Male,75,4,2,4,Divorced,9725,0,No,11,3,4,1,16,2,2,15,1,0,9
59,No,Travel_Rarely,1089,1,2,Male,66,3,3,4,Married,11904,3,Yes,14,3,3,1,14,1,1,6,4,0,4
45,No,Travel_Rarely,788,24,2,Male,36,3,1,2,Single,2177,1,No,16,3,1,0,6,3,3,6,3,0,4
53,No,Travel_Frequently,124,2,3,Female,38,2,3,2,Married,7525,2,No,12,3,1,1,30,2,3,15,7,6,12
36,Yes,Travel_Rarely,660,15,1,Male,81,3,2,3,Divorced,4834,7,No,14,3,2,1,9,3,2,1,0,0,0
26,Yes,Travel_Frequently,342,2,1,Male,57,3,1,1,Married,2042,6,Yes,14,3,2,1,6,2,3,3,2,1,2
34,No,Travel_Rarely,1333,10,3,Female,87,3,1,3,Married,2220,1,Yes,19,3,4,1,1,2,3,1,1,0,0
28,No,Travel_Rarely,1144,10,4,Male,74,3,1,2,Married,1052,1,No,22,4,2,0,1,5,3,1,0,0,0
38,No,Travel_Frequently,1186,3,3,Male,44,3,1,3,Married,2821,3,No,16,3,1,1,8,2,3,2,2,2,2
50,No,Travel_Rarely,1464,2,2,Male,62,3,5,3,Married,19237,2,Yes,11,3,4,1,29,2,2,8,1,7,7
37,No,Travel_Rarely,124,3,4,Female,35,3,2,2,Single,4107,3,No,15,3,1,0,8,3,2,4,3,0,1
40,No,Travel_Rarely,300,26,3,Male,74,3,2,1,Married,8396,1,No,14,3,2,1,8,3,2,7,7,7,5
26,No,Travel_Frequently,921,1,1,Female,66,2,1,3,Divorced,2007,1,No,13,3,3,2,5,5,3,5,3,1,3
46,No,Travel_Rarely,430,1,4,Male,40,3,5,4,Divorced,19627,9,No,17,3,4,2,23,0,3,2,2,2,2
54,No,Travel_Rarely,1082,2,3,Female,41,2,3,3,Married,10686,6,No,11,3,2,1,13,4,3,9,4,7,0
56,No,Travel_Frequently,1240,9,1,Female,63,3,1,3,Married,2942,2,No,19,3,2,1,18,4,3,5,4,0,3
36,No,Travel_Rarely,796,12,4,Female,51,2,3,4,Single,8858,0,No,11,3,2,0,15,2,2,14,8,7,8
55,No,Non-Travel,444,2,3,Male,40,2,4,1,Single,16756,7,No,15,3,2,0,31,3,4,9,7,6,2
43,No,Travel_Rarely,415,25,3,Male,79,2,3,4,Divorced,10798,5,No,13,3,3,1,18,5,3,1,0,0,0
20,Yes,Travel_Frequently,769,9,4,Female,54,3,1,4,Single,2323,1,Yes,14,3,2,0,2,3,3,2,2,0,2
21,Yes,Travel_Rarely,1334,10,3,Female,36,2,1,1,Single,1416,1,No,13,3,1,0,1,6,2,1,0,1,0
46,No,Travel_Rarely,1003,8,4,Female,74,2,2,1,Divorced,4615,8,Yes,23,4,1,3,19,2,3,16,13,1,7
51,Yes,Travel_Rarely,1323,4,1,Male,34,3,1,3,Married,2461,9,Yes,12,3,3,3,18,2,4,10,0,2,7
28,Yes,Non-Travel,1366,24,2,Male,72,2,3,1,Single,8722,1,No,12,3,1,0,10,2,2,10,7,1,9
26,No,Travel_Rarely,192,1,1,Male,59,2,1,1,Married,3955,1,No,16,3,1,2,6,2,3,5,3,1,3
30,No,Travel_Rarely,1176,20,3,Male,85,3,2,1,Married,9957,0,No,15,3,3,1,7,1,2,6,2,0,2
41,No,Travel_Rarely,509,7,2,Female,43,4,1,3,Married,3376,1,No,13,3,3,0,10,3,3,10,6,0,8
38,No,Travel_Rarely,330,17,3,Female,65,2,3,3,Married,8823,0,No,18,3,1,1,20,4,2,19,9,1,9
40,No,Travel_Rarely,1492,20,1,Male,61,3,3,4,Married,10322,4,No,20,4,4,1,14,6,3,11,10,11,1
27,No,Non-Travel,1277,8,1,Male,87,1,1,3,Married,4621,1,No,19,3,4,3,3,4,3,3,2,1,2
55,No,Travel_Frequently,1091,2,4,Male,65,3,3,2,Married,10976,3,No,18,3,2,1,23,4,3,3,2,1,2
28,No,Travel_Rarely,857,10,3,Female,59,3,2,3,Single,3660,3,No,13,3,4,0,10,4,4,8,7,1,7
44,Yes,Travel_Rarely,1376,1,2,Male,91,2,3,1,Married,10482,9,No,14,3,4,1,24,1,3,20,6,3,6
33,No,Travel_Rarely,654,5,4,Male,34,2,3,4,Divorced,7119,4,No,15,3,3,1,9,2,3,3,2,1,2
35,Yes,Travel_Rarely,1204,4,4,Male,86,3,3,1,Single,9582,0,Yes,22,4,1,0,9,2,3,8,7,4,7
33,Yes,Travel_Frequently,827,29,1,Female,54,2,2,3,Single,4508,1,No,22,4,2,0,14,4,3,13,7,3,8
28,No,Travel_Rarely,895,15,1,Male,50,3,1,3,Divorced,2207,1,No,16,3,4,1,4,5,2,4,2,2,2
34,No,Travel_Frequently,618,3,1,Male,45,3,2,4,Single,7756,0,No,17,3,3,0,7,1,2,6,2,0,4
37,No,Travel_Rarely,309,10,4,Female,88,2,2,4,Divorced,6694,2,Yes,14,3,3,3,8,5,3,1,0,0,0
25,Yes,Travel_Rarely,1219,4,4,Male,32,3,1,4,Married,3691,1,Yes,15,3,2,1,7,3,4,7,7,5,6
26,Yes,Travel_Rarely,1330,21,1,Male,37,3,1,3,Divorced,2377,1,No,20,4,3,1,1,0,2,1,1,0,0
33,Yes,Travel_Rarely,1017,25,1,Male,55,2,1,2,Single,2313,4,Yes,20,4,2,0,5,0,3,2,2,2,2
42,No,Travel_Rarely,469,2,4,Male,35,3,4,1,Married,17665,0,No,17,3,4,1,23,3,3,22,6,13,7
28,Yes,Travel_Frequently,1009,1,1,Male,45,2,1,2,Divorced,2596,1,No,15,3,1,2,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,959,1,4,Male,81,3,2,3,Single,4728,3,Yes,14,3,4,0,5,4,3,0,0,0,0
33,No,Travel_Frequently,970,7,4,Female,30,3,2,2,Married,4302,0,No,17,3,3,1,4,3,3,3,2,0,2
34,No,Non-Travel,697,3,3,Male,40,2,1,4,Married,2979,3,No,17,3,4,3,6,2,3,0,0,0,0
48,No,Non-Travel,1262,1,1,Male,35,4,4,4,Single,16885,2,No,22,4,3,0,27,3,2,5,4,2,1
45,No,Non-Travel,1050,9,2,Female,65,2,2,3,Married,5593,1,No,13,3,4,1,15,2,3,15,10,4,12
52,No,Travel_Rarely,994,7,2,Male,87,3,3,2,Single,10445,7,No,19,3,4,0,18,4,3,8,6,4,0
38,No,Travel_Rarely,770,10,3,Male,73,2,3,3,Divorced,8740,0,Yes,14,3,2,2,9,2,3,8,7,2,7
29,No,Travel_Rarely,1107,28,3,Female,93,3,1,4,Divorced,2514,4,No,22,4,1,1,11,1,3,7,5,1,7
28,No,Travel_Rarely,950,3,4,Female,93,3,3,2,Divorced,7655,0,No,17,3,2,3,10,3,2,9,7,1,7
46,No,Travel_Rarely,406,3,1,Male,52,3,4,3,Married,17465,3,No,12,3,4,1,23,3,3,12,9,4,9
38,No,Travel_Rarely,130,2,4,Male,32,3,3,2,Single,7351,7,No,16,3,3,0,10,2,3,1,0,0,0
43,No,Travel_Frequently,1082,27,3,Female,83,3,3,1,Married,10820,8,No,11,3,3,1,18,1,3,8,7,0,1
39,Yes,Travel_Frequently,203,2,1,Male,84,3,4,4,Divorced,12169,7,No,11,3,4,3,21,4,3,18,7,11,5
40,No,Travel_Rarely,1308,14,3,Male,44,2,5,3,Single,19626,1,No,14,3,1,0,21,2,4,20,7,4,9
21,No,Travel_Rarely,984,1,4,Female,70,2,1,2,Single,2070,1,Yes,11,3,3,0,2,6,4,2,2,2,2
39,No,Non-Travel,439,9,3,Male,70,3,2,2,Single,6782,9,No,15,3,3,0,9,2,2,5,4,0,3
36,No,Non-Travel,217,18,1,Male,78,3,2,4,Single,7779,2,No,20,4,1,0,18,0,3,11,9,0,9
31,No,Travel_Frequently,793,20,3,Male,67,4,1,4,Married,2791,0,No,12,3,1,1,3,4,3,2,2,2,2
28,No,Travel_Rarely,1451,2,1,Male,67,2,1,2,Married,3201,0,No,17,3,1,0,6,2,1,5,3,0,4
35,No,Travel_Frequently,1182,11,4,Male,54,3,2,4,Divorced,4968,1,No,11,3,4,1,5,3,3,5,2,0,2
49,No,Travel_Rarely,174,8,4,Male,56,2,4,2,Married,13120,6,No,17,3,2,1,22,3,3,9,8,2,3
34,No,Travel_Frequently,1003,2,4,Male,95,3,2,3,Single,4033,2,No,11,3,4,0,5,3,2,3,2,0,2
29,No,Travel_Frequently,490,10,4,Female,61,3,1,2,Divorced,3291,0,No,14,3,4,2,8,2,2,7,5,1,1
42,No,Travel_Rarely,188,29,2,Male,56,1,2,4,Single,4272,4,No,19,3,1,0,16,3,3,1,0,0,0
29,No,Travel_Rarely,718,8,2,Male,79,2,2,4,Married,5056,1,Yes,15,3,3,1,10,2,2,10,7,1,2
38,No,Travel_Rarely,433,1,3,Male,37,4,1,3,Married,2844,1,No,13,3,4,1,7,2,4,7,6,5,0
28,No,Travel_Frequently,773,6,3,Male,39,2,1,3,Divorced,2703,1,Yes,14,3,4,1,3,2,3,3,1,0,2
18,Yes,Non-Travel,247,8,3,Male,80,3,1,3,Single,1904,1,No,12,3,4,0,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,603,9,1,Female,77,3,2,1,Single,8224,0,Yes,17,3,1,0,6,3,3,5,2,0,3
41,No,Travel_Rarely,167,12,2,Male,46,3,1,4,Married,4766,3,Yes,11,3,1,1,6,4,3,1,0,0,0
31,Yes,Travel_Frequently,874,15,3,Male,72,3,1,3,Married,2610,1,No,12,3,3,1,2,5,2,2,2,2,2
37,No,Travel_Rarely,367,25,3,Female,52,2,2,4,Divorced,5731,7,No,13,3,3,2,9,2,3,6,2,1,3
27,No,Travel_Rarely,199,6,4,Male,55,2,1,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2
34,No,Travel_Rarely,1400,9,2,Female,70,3,2,3,Married,5714,1,No,20,4,1,0,6,3,2,6,5,1,3
35,No,Travel_Rarely,528,8,3,Male,100,3,1,3,Single,4323,1,No,17,3,2,0,6,2,1,5,4,1,4
29,Yes,Travel_Rarely,408,23,4,Female,45,2,3,1,Married,7336,1,No,13,3,1,1,11,3,1,11,8,3,10
40,No,Travel_Frequently,593,9,2,Female,88,3,3,3,Single,13499,9,No,17,3,3,0,20,3,2,18,7,2,13
42,Yes,Travel_Frequently,481,12,3,Male,44,3,4,1,Single,13758,0,Yes,12,3,2,0,22,2,2,21,9,13,14
42,No,Travel_Rarely,647,4,2,Male,45,3,2,1,Single,5155,7,No,13,3,4,0,9,3,4,6,4,1,5
35,No,Travel_Rarely,982,1,4,Male,58,2,1,3,Married,2258,6,No,12,3,2,1,10,2,3,8,0,1,7
24,No,Travel_Rarely,477,24,4,Male,49,3,1,2,Single,3597,8,No,22,4,4,0,6,2,3,4,3,1,2
28,Yes,Travel_Rarely,1485,12,3,Female,79,3,1,4,Married,2515,1,Yes,11,3,4,0,1,4,2,1,1,0,0
26,No,Travel_Rarely,1384,3,1,Male,82,4,1,4,Married,4420,1,No,22,4,2,1,8,2,3,8,7,0,7
30,No,Travel_Rarely,852,10,3,Male,72,2,2,3,Married,6578,1,No,18,3,1,1,10,3,3,10,3,1,4
40,No,Travel_Frequently,902,26,3,Female,92,2,2,4,Married,4422,3,Yes,13,3,4,1,16,3,1,1,1,0,0
35,No,Travel_Rarely,819,2,3,Male,44,2,3,2,Divorced,10274,2,No,18,3,2,1,15,2,4,7,7,6,4
34,No,Travel_Frequently,669,1,4,Male,97,2,2,1,Single,5343,0,No,20,4,3,0,14,3,3,13,9,4,9
35,No,Travel_Frequently,636,4,4,Male,47,2,1,4,Married,2376,1,No,13,3,2,1,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,1372,9,1,Female,85,1,2,3,Single,5346,8,No,13,3,2,0,7,2,2,4,3,1,3
32,No,Non-Travel,862,2,3,Female,76,3,1,1,Divorced,2827,1,No,12,3,3,3,1,3,3,1,0,0,0
56,No,Travel_Rarely,718,4,4,Female,92,3,5,1,Divorced,19943,4,No,13,3,4,1,28,2,3,5,2,4,2
29,No,Travel_Rarely,1401,6,2,Female,54,3,1,4,Married,3131,1,No,13,3,1,1,10,5,3,10,8,0,8
19,No,Travel_Rarely,645,9,3,Male,54,3,1,1,Single,2552,1,No,25,4,3,0,1,4,3,1,1,0,0
45,No,Travel_Rarely,1457,7,1,Female,83,3,1,3,Married,4477,4,Yes,19,3,3,1,7,2,2,3,2,0,2
37,No,Travel_Rarely,977,1,4,Female,56,2,2,4,Married,6474,1,No,13,3,2,1,14,2,2,14,8,3,11
20,No,Travel_Rarely,805,3,1,Male,87,2,1,3,Single,3033,1,No,12,3,1,0,2,2,2,2,2,1,2
44,Yes,Travel_Rarely,1097,10,3,Male,96,3,1,3,Single,2936,1,Yes,11,3,3,0,6,4,3,6,4,0,2
53,No,Travel_Rarely,1223,7,4,Female,50,3,5,3,Divorced,18606,3,No,18,3,2,1,26,6,3,7,7,4,7
29,No,Travel_Rarely,942,15,2,Female,69,1,1,4,Married,2168,0,Yes,18,3,1,1,6,2,2,5,4,1,3
22,Yes,Travel_Frequently,1256,3,3,Male,48,2,1,4,Married,2853,0,Yes,11,3,2,1,1,5,3,0,0,0,0
