index,age,job,marital_status,education,has_credit_default,account_balance,has_housing_loan,has_personal_loan,contact_type,day_of_month,month,last_contact_duration,num_contacts_campaign,days_since_prev_campaign,num_contacts_previous,poutcome
2867,27,unemployed,single,tertiary,no,1.0,no,no,cellular,3,feb,65,2,-1,0,unknown
3997,43,technician,married,secondary,no,275.0,no,no,cellular,25,aug,69,6,-1,0,unknown
2365,33,admin.,divorced,secondary,no,661.0,yes,no,cellular,18,nov,411,1,173,2,other
2847,38,technician,married,secondary,no,6728.0,no,no,cellular,25,nov,232,1,96,4,success
3652,29,admin.,single,secondary,no,1070.0,yes,no,unknown,19,may,30,1,357,1,other
2303,43,admin.,married,unknown,no,3485.0,no,no,unknown,18,jun,113,1,-1,0,unknown
3358,35,management,married,tertiary,no,365.0,no,no,cellular,21,nov,168,2,-1,0,unknown
4315,37,admin.,married,secondary,no,749.0,no,no,cellular,21,apr,219,1,-1,0,unknown
137,34,management,single,tertiary,no,0.0,no,no,cellular,5,feb,71,1,-1,0,unknown
909,34,entrepreneur,married,secondary,no,-139.0,yes,yes,unknown,27,may,492,2,-1,0,unknown
3487,39,entrepreneur,married,unknown,no,98.0,yes,no,telephone,15,may,59,3,367,1,other
3073,67,retired,married,tertiary,no,701.0,no,no,cellular,6,aug,254,2,-1,0,unknown
4182,50,blue-collar,married,secondary,no,579.0,no,no,cellular,26,aug,83,4,-1,0,unknown
3492,37,blue-collar,married,secondary,no,954.0,yes,no,unknown,2,jun,402,9,-1,0,unknown
4210,51,blue-collar,divorced,secondary,no,78.0,yes,no,unknown,27,may,723,2,-1,0,unknown
365,23,student,single,secondary,no,780.0,no,no,cellular,16,sep,267,1,-1,0,unknown
1213,49,self-employed,married,secondary,no,2576.0,yes,no,cellular,15,may,64,6,-1,0,unknown
2845,44,management,married,tertiary,no,1058.0,no,no,cellular,11,mar,188,3,-1,0,unknown
3727,34,technician,single,secondary,no,475.0,yes,no,cellular,29,jul,538,8,-1,0,unknown
2913,58,retired,married,secondary,no,413.0,no,no,cellular,27,aug,104,5,-1,0,unknown
1078,32,technician,single,tertiary,no,0.0,no,no,cellular,7,aug,268,2,-1,0,unknown
4376,42,blue-collar,married,primary,no,-10.0,yes,no,unknown,9,may,291,4,-1,0,unknown
2063,39,blue-collar,married,primary,no,694.0,yes,no,cellular,21,nov,44,1,-1,0,unknown
477,77,retired,married,tertiary,no,7802.0,no,no,telephone,4,may,421,1,92,2,success
2364,34,blue-collar,married,secondary,no,393.0,yes,no,cellular,5,may,11,9,-1,0,unknown
2335,33,admin.,single,tertiary,no,490.0,yes,no,cellular,7,may,31,1,363,2,failure
3917,36,technician,single,secondary,yes,12.0,no,no,cellular,12,aug,587,2,-1,0,unknown
3782,50,blue-collar,married,secondary,no,2320.0,yes,no,cellular,7,apr,310,1,-1,0,unknown
3124,56,management,married,tertiary,no,334.0,yes,no,unknown,15,may,127,2,-1,0,unknown
3083,41,unemployed,married,primary,no,819.0,no,no,cellular,9,feb,244,3,-1,0,unknown
540,47,admin.,single,secondary,no,,no,no,cellular,12,jul,250,2,181,4,success
2643,56,retired,divorced,secondary,no,212.0,no,yes,telephone,17,jul,27,1,-1,0,unknown
891,28,management,single,tertiary,no,882.0,no,yes,cellular,29,jan,94,1,205,2,failure
695,51,retired,married,secondary,no,35.0,no,yes,cellular,8,jul,123,4,-1,0,unknown
2946,45,admin.,married,secondary,no,-388.0,yes,no,cellular,14,jul,175,2,-1,0,unknown
3936,34,management,married,tertiary,no,3050.0,yes,no,cellular,13,may,469,1,-1,0,unknown
2690,45,blue-collar,married,primary,no,0.0,no,no,cellular,26,aug,454,2,-1,0,unknown
4309,40,services,single,secondary,no,1547.0,yes,no,cellular,12,may,88,2,173,1,success
2664,48,admin.,divorced,unknown,no,-70.0,no,no,cellular,14,may,243,1,-1,0,unknown
993,31,admin.,married,secondary,no,314.0,yes,no,cellular,17,apr,279,1,-1,0,unknown
3470,34,technician,single,secondary,no,0.0,yes,yes,unknown,16,may,214,1,-1,0,unknown
1003,34,entrepreneur,married,tertiary,no,355.0,yes,no,unknown,16,may,261,1,-1,0,unknown
3091,38,blue-collar,married,secondary,no,376.0,yes,no,unknown,7,may,1521,1,-1,0,unknown
1809,40,services,married,unknown,no,4075.0,yes,no,unknown,16,jun,162,3,-1,0,unknown
1378,41,blue-collar,married,primary,no,951.0,yes,no,cellular,20,apr,23,4,-1,0,unknown
4140,54,self-employed,divorced,primary,no,4382.0,yes,no,telephone,18,may,193,4,-1,0,unknown
4195,30,housemaid,single,tertiary,no,868.0,no,no,cellular,7,aug,387,2,-1,0,unknown
449,39,entrepreneur,married,tertiary,no,2.0,yes,no,cellular,17,nov,180,1,-1,0,unknown
2720,46,management,divorced,secondary,no,-852.0,no,yes,cellular,29,aug,728,2,-1,0,unknown
2513,33,blue-collar,married,primary,no,191.0,yes,no,unknown,9,may,162,2,-1,0,unknown
218,49,blue-collar,married,primary,no,305.0,yes,yes,telephone,10,jul,834,10,-1,0,unknown
2791,32,technician,married,secondary,no,782.0,yes,no,unknown,26,may,116,4,-1,0,unknown
3335,29,blue-collar,married,secondary,no,228.0,yes,no,cellular,11,may,12,8,342,9,failure
2340,27,admin.,married,secondary,no,132.0,no,no,cellular,13,oct,123,2,-1,0,unknown
938,37,technician,married,secondary,no,1633.0,yes,no,unknown,19,may,229,3,-1,0,unknown
4401,38,entrepreneur,divorced,tertiary,no,7929.0,no,no,cellular,8,jul,182,3,-1,0,unknown
3396,36,admin.,married,secondary,no,465.0,yes,no,unknown,20,may,160,1,-1,0,unknown
4108,84,retired,divorced,primary,no,639.0,no,no,telephone,18,may,353,3,-1,0,unknown
2020,33,blue-collar,married,secondary,no,285.0,no,yes,unknown,3,jul,267,1,-1,0,unknown
1717,35,admin.,single,tertiary,no,62.0,no,yes,cellular,30,apr,67,1,-1,0,unknown
2215,34,management,single,unknown,no,1534.0,yes,no,cellular,16,apr,156,1,147,7,other
3892,35,admin.,divorced,tertiary,no,1555.0,yes,no,unknown,9,may,26,2,-1,0,unknown
445,24,blue-collar,married,secondary,no,1222.0,yes,no,cellular,20,apr,369,1,-1,0,unknown
3234,39,management,single,tertiary,no,3797.0,no,no,cellular,2,jun,96,2,-1,0,unknown
2674,31,management,married,tertiary,no,325.0,yes,no,cellular,18,jul,1139,2,-1,0,unknown
1670,31,services,single,secondary,no,0.0,yes,no,unknown,28,may,231,2,-1,0,unknown
48,32,entrepreneur,single,primary,yes,-849.0,yes,yes,cellular,4,feb,204,1,-1,0,unknown
1762,35,self-employed,single,tertiary,no,44.0,no,no,cellular,7,sep,310,2,96,2,other
155,35,technician,divorced,secondary,no,308.0,no,no,cellular,22,aug,77,2,-1,0,unknown
1892,27,services,married,secondary,no,100.0,no,no,cellular,16,jul,57,2,-1,0,unknown
3270,35,blue-collar,married,secondary,no,262.0,no,no,cellular,2,jul,96,2,109,4,success
4076,53,blue-collar,married,primary,no,53.0,yes,no,cellular,7,apr,208,1,140,1,failure
1776,43,management,married,secondary,no,17555.0,no,no,cellular,26,aug,14,14,-1,0,unknown
3583,30,management,single,tertiary,no,149.0,yes,no,unknown,3,jun,220,2,-1,0,unknown
1310,37,student,married,unknown,no,0.0,no,no,unknown,18,jun,115,1,-1,0,unknown
1250,33,management,divorced,secondary,no,1897.0,yes,yes,unknown,2,jun,197,1,-1,0,unknown
4213,30,technician,single,secondary,no,-522.0,yes,yes,cellular,5,may,670,2,286,6,failure
1143,57,housemaid,married,primary,no,501.0,yes,yes,cellular,7,aug,59,2,-1,0,unknown
3232,56,management,married,tertiary,no,856.0,yes,yes,cellular,4,feb,70,4,7,7,other
3810,40,blue-collar,married,primary,no,3658.0,yes,no,unknown,14,may,977,1,-1,0,unknown
438,36,management,married,secondary,no,644.0,yes,no,cellular,18,nov,54,2,-1,0,unknown
3813,35,self-employed,single,secondary,no,1732.0,no,no,telephone,21,nov,1441,3,-1,0,unknown
190,49,blue-collar,married,primary,no,0.0,yes,yes,telephone,23,jul,97,6,-1,0,unknown
3988,57,admin.,married,secondary,no,-967.0,yes,no,telephone,15,may,8,7,-1,0,unknown
778,33,blue-collar,married,primary,no,0.0,yes,no,unknown,15,may,270,1,-1,0,unknown
1684,42,blue-collar,single,primary,no,1322.0,yes,yes,cellular,8,jul,178,1,-1,0,unknown
4343,51,blue-collar,married,primary,no,40.0,yes,no,cellular,13,may,79,1,370,1,failure
3020,25,services,single,secondary,no,64.0,no,no,cellular,21,jul,71,11,-1,0,unknown
3039,63,retired,married,primary,no,8044.0,no,no,cellular,12,nov,702,1,-1,0,unknown
2120,62,retired,divorced,tertiary,no,0.0,no,no,cellular,13,nov,227,2,-1,0,unknown
1346,34,admin.,married,secondary,no,1499.0,yes,no,cellular,13,apr,186,1,327,2,failure
2112,46,admin.,married,secondary,no,22.0,yes,no,cellular,7,aug,414,4,-1,0,unknown
674,41,unemployed,divorced,secondary,no,1281.0,no,no,cellular,31,jul,45,3,-1,0,unknown
2221,34,management,married,tertiary,no,573.0,no,no,cellular,10,aug,122,1,-1,0,unknown
3875,27,housemaid,married,secondary,no,4848.0,yes,yes,telephone,23,jul,82,3,-1,0,unknown
1644,33,management,divorced,tertiary,no,0.0,no,no,cellular,13,aug,305,2,-1,0,unknown
284,40,student,married,secondary,no,260.0,no,no,unknown,20,jun,197,6,-1,0,unknown
317,50,admin.,married,primary,no,276.0,no,yes,unknown,17,jun,641,6,-1,0,unknown
4398,57,retired,married,tertiary,no,31.0,no,no,cellular,19,aug,260,2,-1,0,unknown
3068,43,self-employed,married,tertiary,no,64.0,no,no,unknown,6,jun,230,2,-1,0,unknown
3710,34,self-employed,married,tertiary,no,263.0,no,no,cellular,4,may,203,1,78,8,other
2623,32,self-employed,married,primary,no,286.0,yes,no,cellular,6,aug,175,1,-1,0,unknown
3638,32,technician,single,secondary,no,,no,yes,unknown,4,jul,400,1,-1,0,unknown
1680,32,technician,single,secondary,no,0.0,no,no,cellular,18,aug,594,4,-1,0,unknown
1791,31,admin.,married,secondary,no,0.0,yes,no,unknown,14,may,40,2,-1,0,unknown
3385,38,unknown,single,tertiary,no,0.0,no,no,cellular,11,sep,260,3,95,3,success
444,62,retired,married,secondary,no,816.0,no,no,cellular,1,sep,28,2,-1,0,unknown
1657,38,admin.,married,tertiary,no,669.0,yes,yes,cellular,31,jul,129,2,-1,0,unknown
2874,29,blue-collar,single,secondary,no,555.0,yes,no,cellular,15,may,133,4,-1,0,unknown
2740,26,unemployed,single,secondary,no,461.0,no,no,cellular,28,jan,214,1,-1,0,unknown
3764,31,unemployed,married,secondary,no,24.0,yes,no,cellular,19,nov,631,1,-1,0,unknown
1942,66,management,married,tertiary,no,2169.0,no,no,cellular,7,jul,282,1,-1,0,unknown
3667,30,management,single,tertiary,yes,35.0,no,no,cellular,30,jul,185,4,-1,0,unknown
2747,27,technician,married,secondary,no,7.0,yes,no,unknown,15,may,98,2,-1,0,unknown
998,40,services,married,secondary,no,-342.0,yes,no,unknown,26,may,754,1,-1,0,unknown
3063,34,blue-collar,married,secondary,no,518.0,yes,no,cellular,11,may,206,1,-1,0,unknown
3548,39,admin.,married,secondary,no,-650.0,no,no,cellular,15,may,123,2,364,1,failure
1334,32,management,single,tertiary,no,311.0,no,no,unknown,12,may,757,2,-1,0,unknown
3979,32,management,single,tertiary,no,751.0,yes,no,unknown,8,may,64,1,-1,0,unknown
764,28,services,married,secondary,no,0.0,yes,no,cellular,5,may,335,2,281,8,failure
354,29,management,married,tertiary,no,,yes,no,cellular,18,may,1434,2,356,4,failure
1986,34,management,single,tertiary,no,618.0,yes,no,unknown,3,jun,119,4,-1,0,unknown
2689,30,management,single,tertiary,no,4213.0,no,no,cellular,25,aug,142,4,-1,0,unknown
3200,24,student,single,unknown,no,3298.0,yes,no,unknown,28,may,227,1,-1,0,unknown
1767,51,management,single,tertiary,no,297.0,yes,no,cellular,15,may,415,4,375,1,failure
3347,36,management,married,tertiary,no,340.0,yes,no,cellular,20,apr,68,2,-1,0,unknown
776,28,technician,single,secondary,no,3.0,no,no,telephone,18,may,40,8,349,6,failure
3654,30,management,single,tertiary,no,2.0,no,no,cellular,16,jun,102,1,85,1,failure
1594,60,unemployed,divorced,secondary,no,385.0,yes,no,cellular,4,feb,80,1,-1,0,unknown
3893,40,blue-collar,married,secondary,no,61.0,yes,no,unknown,7,may,112,3,-1,0,unknown
3401,32,unemployed,single,tertiary,no,336.0,yes,no,unknown,8,may,139,1,-1,0,unknown
3348,31,blue-collar,single,secondary,no,1882.0,no,no,cellular,7,may,529,2,-1,0,unknown
1877,40,services,married,secondary,no,4157.0,yes,no,unknown,15,may,735,1,-1,0,unknown
1317,27,self-employed,single,secondary,no,49.0,yes,no,cellular,30,jan,208,2,-1,0,unknown
2921,43,management,single,secondary,no,1029.0,yes,no,unknown,2,jun,145,1,-1,0,unknown
4193,48,services,divorced,secondary,no,,no,yes,cellular,9,apr,104,1,-1,0,unknown
2742,47,blue-collar,married,secondary,no,1203.0,yes,no,cellular,17,apr,239,2,-1,0,unknown
1508,37,technician,single,secondary,yes,375.0,no,no,unknown,9,jun,223,2,-1,0,unknown
205,45,technician,single,tertiary,no,0.0,yes,no,cellular,18,nov,139,2,-1,0,unknown
3960,34,technician,married,tertiary,no,1611.0,yes,no,cellular,11,may,490,2,-1,0,unknown
1443,39,technician,single,secondary,no,102.0,yes,no,cellular,14,aug,272,2,-1,0,unknown
1284,41,blue-collar,married,primary,no,849.0,yes,no,unknown,15,may,72,1,-1,0,unknown
3896,36,blue-collar,married,primary,no,1177.0,no,no,cellular,15,apr,330,1,311,4,success
3252,38,management,married,tertiary,no,2278.0,yes,yes,cellular,13,may,244,1,-1,0,unknown
47,26,blue-collar,married,primary,no,0.0,yes,no,unknown,21,may,425,1,-1,0,unknown
2561,35,admin.,married,secondary,no,0.0,yes,no,cellular,20,apr,18,5,-1,0,unknown
1200,58,self-employed,married,secondary,no,1407.0,yes,no,unknown,30,may,58,1,-1,0,unknown
743,55,retired,married,primary,no,3334.0,no,no,cellular,14,aug,632,4,-1,0,unknown
799,53,services,divorced,unknown,no,1012.0,yes,no,cellular,28,jul,332,2,-1,0,unknown
488,55,blue-collar,single,primary,no,1187.0,yes,no,unknown,2,jun,193,2,-1,0,unknown
3414,38,technician,single,secondary,no,173.0,no,no,cellular,29,aug,150,4,-1,0,unknown
368,60,technician,single,primary,no,11262.0,no,no,cellular,26,aug,323,1,-1,0,unknown
519,61,retired,married,secondary,no,5207.0,no,no,cellular,11,sep,336,1,81,2,other
1249,60,blue-collar,married,primary,no,493.0,no,no,cellular,18,aug,671,4,-1,0,unknown
2176,28,blue-collar,single,secondary,no,-46.0,yes,no,cellular,1,sep,199,1,92,14,success
2147,31,technician,single,secondary,no,1970.0,no,no,telephone,17,apr,284,3,-1,0,unknown
3408,38,management,single,tertiary,no,8669.0,yes,no,telephone,20,apr,5,3,150,6,failure
1642,33,admin.,married,secondary,no,353.0,yes,no,cellular,19,nov,107,2,-1,0,unknown
3547,36,blue-collar,single,secondary,no,35.0,yes,no,unknown,3,jun,435,3,-1,0,unknown
3857,50,entrepreneur,married,tertiary,no,433.0,yes,no,cellular,18,may,47,4,-1,0,unknown
1117,42,technician,single,tertiary,no,-411.0,yes,no,cellular,12,may,78,5,292,3,failure
810,46,blue-collar,married,secondary,no,-216.0,yes,no,cellular,28,jul,404,3,-1,0,unknown
1913,48,housemaid,married,primary,no,7195.0,no,no,cellular,21,nov,609,2,-1,0,unknown
618,30,technician,married,tertiary,no,1570.0,yes,no,cellular,26,may,260,1,-1,0,unknown
4035,47,technician,married,secondary,no,2246.0,yes,no,cellular,10,jul,330,1,-1,0,unknown
1281,40,entrepreneur,married,primary,no,0.0,yes,no,cellular,11,jul,271,2,-1,0,unknown
322,60,self-employed,single,tertiary,no,179.0,no,yes,cellular,29,jul,79,4,-1,0,unknown
2869,49,services,married,secondary,no,280.0,yes,no,telephone,14,jul,162,3,-1,0,unknown
788,43,technician,married,secondary,no,764.0,yes,no,cellular,14,jul,557,5,-1,0,unknown
3616,45,management,single,tertiary,no,16.0,no,no,cellular,31,jul,59,2,-1,0,unknown
3579,44,management,divorced,tertiary,no,0.0,no,no,cellular,10,aug,71,1,-1,0,unknown
2492,50,management,single,tertiary,no,567.0,yes,no,unknown,16,may,274,8,-1,0,unknown
3119,28,technician,married,secondary,no,232.0,yes,yes,cellular,29,jan,72,1,261,1,failure
2259,41,management,married,tertiary,no,326.0,yes,no,cellular,5,may,788,1,-1,0,unknown
522,43,admin.,divorced,secondary,no,738.0,yes,no,cellular,21,nov,585,4,191,4,failure
4037,42,management,divorced,tertiary,no,0.0,no,no,unknown,19,may,131,2,-1,0,unknown
116,30,services,married,secondary,no,1808.0,yes,no,cellular,18,may,83,2,-1,0,unknown
1610,49,blue-collar,married,primary,no,1019.0,yes,no,cellular,16,apr,285,5,-1,0,unknown
4065,70,retired,married,secondary,no,616.0,no,no,cellular,27,apr,149,2,182,1,failure
4060,34,admin.,single,secondary,no,296.0,no,no,cellular,7,jul,147,4,-1,0,unknown
3904,32,admin.,married,secondary,no,76.0,yes,no,unknown,21,may,189,2,-1,0,unknown
3658,26,services,single,secondary,no,1347.0,no,no,telephone,18,jun,280,6,92,5,other
3778,35,management,married,tertiary,no,8.0,no,no,cellular,23,apr,93,3,-1,0,unknown
2451,57,admin.,married,secondary,no,3927.0,no,no,cellular,13,oct,61,1,-1,0,unknown
2797,30,management,single,tertiary,no,18.0,no,no,unknown,20,may,121,11,-1,0,unknown
4312,30,services,single,secondary,no,20.0,yes,no,cellular,20,apr,404,6,340,1,failure
640,57,admin.,divorced,unknown,no,887.0,no,no,unknown,20,jun,43,8,-1,0,unknown
1307,41,blue-collar,married,secondary,no,1459.0,no,no,unknown,5,jun,82,1,-1,0,unknown
709,42,housemaid,married,primary,no,14752.0,no,no,unknown,19,may,107,2,-1,0,unknown
4516,33,services,married,secondary,no,-333.0,yes,no,cellular,30,jul,329,5,-1,0,unknown
4207,57,technician,married,secondary,no,589.0,yes,no,cellular,2,feb,223,1,76,4,failure
3617,42,blue-collar,married,secondary,no,-422.0,no,no,cellular,9,jul,31,1,-1,0,unknown
3215,40,technician,married,secondary,no,990.0,yes,no,cellular,6,feb,252,3,-1,0,unknown
1147,44,blue-collar,married,secondary,no,-182.0,yes,yes,cellular,14,may,10,10,-1,0,unknown
4293,33,blue-collar,single,secondary,no,1925.0,yes,no,cellular,2,mar,76,2,-1,0,unknown
119,46,management,divorced,tertiary,no,25.0,no,no,unknown,17,jun,564,2,-1,0,unknown
2030,47,management,married,unknown,no,150.0,no,no,unknown,9,jun,52,1,-1,0,unknown
2461,31,services,single,secondary,no,11386.0,yes,no,cellular,20,nov,356,1,-1,0,unknown
2883,46,self-employed,married,tertiary,no,1148.0,no,no,telephone,29,jul,104,2,-1,0,unknown
4135,56,unemployed,divorced,primary,no,802.0,no,no,telephone,3,feb,258,2,-1,0,unknown
2186,39,blue-collar,married,secondary,no,1367.0,no,no,unknown,12,jun,43,1,-1,0,unknown
1673,36,admin.,single,secondary,no,1281.0,no,no,telephone,24,jul,119,2,-1,0,unknown
2886,43,blue-collar,divorced,primary,no,92.0,yes,no,unknown,15,may,237,2,-1,0,unknown
4498,31,management,married,tertiary,no,1183.0,yes,no,unknown,27,may,676,6,-1,0,unknown
63,48,services,married,secondary,no,1355.0,no,no,cellular,4,jul,134,2,-1,0,unknown
3079,59,technician,divorced,secondary,no,879.0,yes,no,unknown,26,may,228,1,-1,0,unknown
3958,34,management,married,tertiary,no,2594.0,yes,no,cellular,21,nov,161,3,-1,0,unknown
2377,35,technician,single,secondary,no,2.0,no,no,cellular,11,aug,239,4,-1,0,unknown
2729,34,blue-collar,single,tertiary,no,1011.0,yes,no,unknown,6,may,136,1,-1,0,unknown
1349,83,retired,married,primary,no,425.0,no,no,telephone,22,jun,883,1,140,1,failure
4325,53,blue-collar,married,secondary,no,-626.0,yes,no,cellular,9,jul,205,1,-1,0,unknown
3605,27,management,single,tertiary,no,88.0,no,no,cellular,4,may,143,1,-1,0,unknown
1563,55,entrepreneur,married,secondary,no,204.0,no,no,cellular,14,jul,455,13,-1,0,unknown
2345,26,services,single,secondary,no,512.0,yes,yes,cellular,30,jan,206,5,239,3,failure
2558,72,retired,married,primary,no,796.0,no,no,cellular,24,apr,173,2,-1,0,unknown
3280,60,blue-collar,married,unknown,no,104.0,yes,no,unknown,5,may,22,1,-1,0,unknown
583,33,management,single,tertiary,no,-53.0,no,no,cellular,29,jan,617,2,-1,0,unknown
302,56,blue-collar,married,secondary,no,345.0,yes,no,telephone,22,jul,605,1,-1,0,unknown
4081,26,management,single,secondary,no,565.0,yes,no,unknown,6,jun,582,11,-1,0,unknown
1619,33,blue-collar,married,secondary,no,249.0,yes,no,cellular,31,jul,61,4,-1,0,unknown
2327,41,admin.,married,secondary,no,8238.0,yes,yes,unknown,30,may,124,4,-1,0,unknown
1824,37,admin.,single,secondary,no,781.0,no,no,cellular,20,aug,75,1,-1,0,unknown
542,27,services,married,secondary,no,0.0,yes,no,cellular,23,jul,198,13,-1,0,unknown
2237,46,services,married,secondary,no,451.0,yes,yes,cellular,13,may,389,4,-1,0,unknown
2295,34,services,married,secondary,no,0.0,no,yes,unknown,2,jul,193,4,-1,0,unknown
491,33,services,divorced,secondary,no,991.0,yes,no,unknown,27,may,148,1,-1,0,unknown
918,25,admin.,married,secondary,no,18.0,yes,no,cellular,18,jul,225,1,-1,0,unknown
4059,42,technician,divorced,secondary,no,1533.0,no,yes,cellular,5,aug,86,1,-1,0,unknown
2916,32,admin.,single,secondary,no,10218.0,yes,no,cellular,19,nov,149,2,-1,0,unknown
3643,45,admin.,divorced,unknown,no,998.0,yes,no,telephone,30,jul,38,2,-1,0,unknown
3168,59,admin.,married,secondary,no,2381.0,no,no,cellular,30,apr,173,2,-1,0,unknown
2675,29,management,single,tertiary,no,437.0,no,no,cellular,5,aug,504,1,92,1,success
870,57,technician,married,secondary,no,839.0,no,yes,unknown,5,may,225,1,-1,0,unknown
2001,45,blue-collar,married,primary,no,137.0,yes,yes,unknown,16,may,187,19,-1,0,unknown
2301,57,services,divorced,secondary,no,14.0,no,yes,cellular,22,jul,445,2,-1,0,unknown
1613,58,self-employed,married,primary,no,671.0,yes,no,unknown,17,jun,16,3,-1,0,unknown
2608,58,retired,married,secondary,no,11.0,no,no,cellular,11,aug,270,1,-1,0,unknown
724,26,technician,single,secondary,no,455.0,no,no,cellular,29,jan,240,1,182,8,other
2260,47,services,divorced,secondary,no,691.0,no,no,cellular,6,feb,285,6,-1,0,unknown
2391,54,management,divorced,tertiary,no,0.0,no,yes,cellular,10,jul,88,1,-1,0,unknown
476,48,blue-collar,married,secondary,no,149.0,yes,no,unknown,9,may,71,1,-1,0,unknown
448,47,admin.,married,secondary,no,2.0,no,no,cellular,10,jul,89,1,-1,0,unknown
2839,54,housemaid,divorced,secondary,no,1327.0,no,no,unknown,5,jun,115,2,-1,0,unknown
3098,37,blue-collar,married,primary,no,11.0,no,no,telephone,30,jul,109,8,-1,0,unknown
990,46,management,married,tertiary,no,964.0,yes,no,cellular,8,apr,174,1,-1,0,unknown
2807,60,admin.,married,unknown,no,1088.0,yes,no,cellular,26,may,149,1,-1,0,unknown
2794,44,blue-collar,married,secondary,no,1910.0,yes,no,unknown,5,jun,41,1,-1,0,unknown
3933,39,services,single,secondary,no,471.0,no,no,unknown,15,oct,5,1,-1,0,unknown
3275,32,management,married,tertiary,no,5878.0,no,no,cellular,19,aug,159,2,-1,0,unknown
1476,29,blue-collar,single,secondary,no,9.0,yes,no,cellular,11,may,262,3,-1,0,unknown
1455,39,technician,married,tertiary,no,14.0,no,no,cellular,28,jan,114,2,-1,0,unknown
1614,40,admin.,single,secondary,no,2378.0,yes,no,unknown,2,jun,65,1,-1,0,unknown
3881,44,technician,single,secondary,no,1679.0,no,no,telephone,20,oct,718,1,-1,0,unknown
245,36,management,married,tertiary,no,0.0,yes,no,cellular,28,jan,60,1,250,1,other
1620,37,blue-collar,married,primary,no,689.0,yes,no,cellular,14,jul,367,2,-1,0,unknown
3989,31,blue-collar,single,tertiary,no,462.0,yes,yes,unknown,19,may,147,1,-1,0,unknown
1676,40,admin.,married,secondary,no,168.0,yes,no,cellular,7,may,249,2,169,1,failure
3102,61,retired,married,secondary,no,313.0,no,yes,unknown,3,jul,42,1,-1,0,unknown
1820,46,admin.,married,secondary,no,4958.0,yes,no,cellular,17,nov,64,3,150,5,other
1319,49,management,married,secondary,no,1623.0,yes,no,cellular,19,nov,1081,2,-1,0,unknown
3894,38,management,single,tertiary,no,0.0,yes,no,cellular,17,nov,213,2,-1,0,unknown
1739,49,housemaid,married,primary,no,889.0,no,no,telephone,7,jul,388,1,-1,0,unknown
2927,30,blue-collar,married,secondary,no,125.0,yes,no,unknown,29,may,238,2,-1,0,unknown
3443,40,blue-collar,married,secondary,no,6767.0,yes,no,cellular,20,nov,97,2,-1,0,unknown
77,40,technician,single,secondary,no,591.0,no,yes,cellular,14,aug,87,6,-1,0,unknown
2216,34,admin.,married,secondary,no,1671.0,no,no,unknown,21,may,160,1,-1,0,unknown
4096,26,entrepreneur,married,tertiary,no,37.0,yes,yes,cellular,6,may,207,1,363,2,failure
1138,35,technician,divorced,secondary,no,56.0,no,no,cellular,29,aug,24,12,-1,0,unknown
214,31,management,married,tertiary,yes,-253.0,no,no,cellular,12,aug,220,4,-1,0,unknown
4168,31,admin.,married,secondary,no,3.0,yes,no,cellular,28,jul,37,12,-1,0,unknown
2357,30,student,single,secondary,no,4.0,no,no,cellular,4,feb,443,2,-1,0,unknown
1926,31,technician,single,secondary,no,391.0,no,no,cellular,13,aug,336,2,-1,0,unknown
2058,50,management,divorced,tertiary,no,201.0,yes,no,cellular,24,jul,248,1,-1,0,unknown
2043,52,unemployed,married,primary,no,255.0,no,yes,cellular,10,jul,374,3,-1,0,unknown
4125,30,technician,married,secondary,no,-393.0,yes,yes,cellular,16,jul,435,1,-1,0,unknown
1880,40,management,married,tertiary,no,-495.0,no,yes,cellular,29,jul,303,2,-1,0,unknown
215,42,management,married,tertiary,no,372.0,yes,no,cellular,3,aug,654,2,-1,0,unknown
3980,45,blue-collar,married,secondary,no,784.0,yes,yes,unknown,3,jun,34,1,-1,0,unknown
4418,43,management,married,tertiary,no,3529.0,yes,no,cellular,4,aug,190,3,-1,0,unknown
86,41,technician,single,secondary,no,879.0,no,yes,cellular,7,jul,60,4,-1,0,unknown
2366,26,services,single,secondary,no,0.0,no,no,cellular,29,jul,165,23,-1,0,unknown
1120,48,entrepreneur,married,secondary,no,725.0,no,yes,cellular,10,jul,105,1,-1,0,unknown
3240,43,technician,single,secondary,no,34.0,no,no,telephone,30,jul,29,1,-1,0,unknown
3395,40,entrepreneur,married,secondary,no,1416.0,yes,no,unknown,14,may,210,2,-1,0,unknown
1166,32,technician,single,tertiary,no,5514.0,no,no,cellular,22,apr,319,1,182,1,success
4142,32,technician,married,tertiary,no,3939.0,no,no,cellular,8,aug,209,2,-1,0,unknown
3919,44,housemaid,married,tertiary,no,460.0,no,no,unknown,17,jun,491,1,-1,0,unknown
2072,44,management,single,tertiary,no,-1313.0,yes,yes,cellular,15,may,104,10,-1,0,unknown
3099,37,technician,married,secondary,yes,0.0,no,no,unknown,18,jun,236,1,-1,0,unknown
240,34,admin.,single,secondary,no,1.0,yes,no,cellular,22,jul,483,7,-1,0,unknown
3249,58,housemaid,married,primary,no,435.0,yes,no,telephone,28,jul,122,6,-1,0,unknown
1146,39,management,married,tertiary,no,246.0,no,no,cellular,11,aug,86,2,-1,0,unknown
3934,40,management,married,tertiary,no,8902.0,yes,no,cellular,14,aug,464,5,-1,0,unknown
